id,gen,sp,ssp,en,rec,cnt,loc,lat,lng,alt,type,url,file,file-name,sono,lic,q,length,time,date,uploaded,also,rmk,bird-seen,playback-used
150806,Orthotomus,sericeus,,Rufous-tailed Tailorbird,Mike Nelson,Malaysia,"Sepilok Forest Edge Resort, Sepilok, Sabah, Borneo ",5.8664,117.9506,20,call,//www.xeno-canto.org/150806,//www.xeno-canto.org/150806/download,XC150806-Rufous-tailed TailorbirdBN32013.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC150806-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC150806-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC150806-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC150806-full.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,B,0:17,13:00,2013-08-18,2013-10-14,[''],,yes,no
150805,Orthotomus,sericeus,,Rufous-tailed Tailorbird,Mike Nelson,Malaysia,"Sepilok Forest Edge Resort, Sepilok, Sabah, Borneo ",5.8664,117.9506,20,call,//www.xeno-canto.org/150805,//www.xeno-canto.org/150805/download,XC150805-Rufous-tailed TailorbirdBN22013.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC150805-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC150805-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC150805-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC150805-full.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,B,0:16,13:00,2013-08-18,2013-10-14,[''],,yes,no
150804,Orthotomus,sericeus,,Rufous-tailed Tailorbird,Mike Nelson,Malaysia,"Sepilok Forest Edge Resort, Sepilok, Sabah, Borneo ",5.8664,117.9506,20,call,//www.xeno-canto.org/150804,//www.xeno-canto.org/150804/download,XC150804-Rufous-tailed TailorbirdBN12013.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC150804-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC150804-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC150804-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC150804-full.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,B,0:35,13:00,2013-08-18,2013-10-14,[''],,yes,no
110312,Orthotomus,sericeus,,Rufous-tailed Tailorbird,Samuel Jones,Indonesia,"Purukcahu, Central Kalimantan, Borneo",-0.604,114.575,100,call,//www.xeno-canto.org/110312,//www.xeno-canto.org/110312/download,Rufous-tailed Tailorbird_ Puruk Cahu_ calls (juvs)_ 21_9_12.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/BDKVVQTZVD/ffts/XC110312-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/BDKVVQTZVD/ffts/XC110312-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/BDKVVQTZVD/ffts/XC110312-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/BDKVVQTZVD/ffts/XC110312-full.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,B,1:14,10:45,2012-09-21,2012-09-28,[''],2+juveniles calling; some background noise of motorbikes and someone hitting their house! elevation estimated,unknown,unknown
96639,Orthotomus,sericeus,hesperius,Rufous-tailed Tailorbird,Frank Lambert,Malaysia,"Perak; Bukit Kinta, Sungai Pacat",4.5998,101.2001,150,natural song,//www.xeno-canto.org/96639,//www.xeno-canto.org/96639/download,Orthotomus_sericeus_hesperius-FL Bukit Kinta (Sungai Pacat) Perak MY 23Nov09 150m R09_0037+38.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC96639-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC96639-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC96639-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC96639-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:55,08:40,2009-11-23,2012-03-13,[''],Two cuts spliced together. Duet during the second half of the cut.Bird(s) singing from low levels in degraded forest and bamboo.,unknown,unknown
96636,Orthotomus,sericeus,hesperius,Rufous-tailed Tailorbird,Frank Lambert,Malaysia,"Perak; Bukit Kinta, Sungai Pacat",4.5998,101.2001,150,natural song phrase and  calls,//www.xeno-canto.org/96636,//www.xeno-canto.org/96636/download,Orthotomus_sericeus_hesperius-FL Bukit Kinta (Sungai Pacat) Perak MY 23Nov09 150m R09_0028.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC96636-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC96636-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC96636-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC96636-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:28,08:00,2009-11-23,2012-03-13,[''],singing from low levels in degraded forest and bamboo.,unknown,unknown
96394,Orthotomus,sericeus,hesperius,Rufous-tailed Tailorbird,Frank Lambert,Malaysia,Pahang; Deerland,3.5298,102.1598,35,song,//www.xeno-canto.org/96394,//www.xeno-canto.org/96394/download,Orthotomus_sericeus_hesperius-FL  [not seen] Deerland Pahang MY 13Nov09 35m R09_0008.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC96394-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC96394-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC96394-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC96394-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:07,16:30,2009-11-13,2012-03-08,[''],Not seen. Singing inside good forest - only a snippet of song on this cut,unknown,unknown
94143,Orthotomus,sericeus,,Rufous-tailed Tailorbird,Eric Cannizzaro (Bornean Bird Conservation) ,Malaysia,"Planted Forests Zone, Wildlife Buffer, Sarawak ",2.724955,113.08090200000001,210,Song,//www.xeno-canto.org/94143,//www.xeno-canto.org/94143/download,Orthotomus_sericeus_2_(2Apr11).mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/MTAIIKYHHW/ffts/XC94143-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/MTAIIKYHHW/ffts/XC94143-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/MTAIIKYHHW/ffts/XC94143-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/MTAIIKYHHW/ffts/XC94143-full.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,B,0:35,08:30,2011-04-02,2012-02-03,[''],Visual confirmation.,unknown,unknown
58909,Orthotomus,sericeus,sericeus,Rufous-tailed Tailorbird,Frank Lambert,Malaysia,"Borneo Rainforest Lodge, Danum Valley, Sabah, Borneo",5.0198,117.7462,160,call,//www.xeno-canto.org/58909,//www.xeno-canto.org/58909/download,Phyllergates_sericeus_sericeus-FL_(Ptilocichla_leucogrammica) _BRLDanumValley_Sabah_MY_25Mar2010_160m_R09_0095.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC58909-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC58909-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC58909-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC58909-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:21,11:00,2010-03-25,2010-07-30,[''],,unknown,unknown
57018,Orthotomus,sericeus,sericeus,Rufous-tailed Tailorbird,Mike Nelson,Malaysia,"Kinabatangan Jungle Camp, Lower Kinabatangan River, Sabah, Borneo",5.4781,118.2214,10,song,//www.xeno-canto.org/57018,//www.xeno-canto.org/57018/download,RufoustailedTailorbird6.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC57018-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC57018-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC57018-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC57018-full.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,B,0:07,12:30pm,2009-08-07,2010-06-30,[''],In mixed primary forest behind the lodge.,yes,no
57017,Orthotomus,sericeus,sericeus,Rufous-tailed Tailorbird,Mike Nelson,Malaysia,"Menanggol tributary, Lower Kinabatangan River, Sabah, Borneo ",5.5047,118.2638,10,call,//www.xeno-canto.org/57017,//www.xeno-canto.org/57017/download,RufoustailedTailorbird5.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC57017-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC57017-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC57017-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC57017-full.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,B,0:12,8:30am,2009-08-07,2010-06-30,['Hierococcyx vagans'],Recorded from the boat.,no,no
535387,Orthotomus,sericeus,,Rufous-tailed Tailorbird,nick talbot,Malaysia,"Rainforest Discovery Center, Sepilok, Sabah, Borneo",5.8762,117.9448,20,call,//www.xeno-canto.org/535387,//www.xeno-canto.org/535387/download,XC535387-2010_04_06 Unknown Bird Orangutan centre.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/CCUCXWCPSW/ffts/XC535387-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/CCUCXWCPSW/ffts/XC535387-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/CCUCXWCPSW/ffts/XC535387-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/CCUCXWCPSW/ffts/XC535387-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:13,10:00,2010-04-06,2020-03-17,['Eurylaimus ochromalus'],"Several birds calling from trees at the Orangutan feeding station. Edited using Audacity to reduce crowd noise.
There is still one mystery species calling in the background",no,no
296652,Orthotomus,sericeus,sericeus,Rufous-tailed Tailorbird,Niels Poul Dreyer,Malaysia,"Borneo Rainforest Lodge, Danum Valley, Sabah, Borneo",5.0198,117.7462,150,song,//www.xeno-canto.org/296652,//www.xeno-canto.org/296652/download,XC296652-rufous-tailed Tailorbird_Danum.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/YIQSVPAMDQ/ffts/XC296652-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/YIQSVPAMDQ/ffts/XC296652-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/YIQSVPAMDQ/ffts/XC296652-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/YIQSVPAMDQ/ffts/XC296652-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:36,08:30,1996-12-24,2015-12-23,['Rhinoplax vigil'],,yes,unknown
279204,Orthotomus,sericeus,sericeus,Rufous-tailed Tailorbird,J.V. Moore,Malaysia,"Sabah: ""Borneo Rainforest Lodge"", 64 km W Lahad Datu, Borneo",5.03,117.75,290,call,//www.xeno-canto.org/279204,//www.xeno-canto.org/279204/download,XC279204-Orthotomus_s_sericeus_31Jul1996_call.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/YKKDTZHLUU/ffts/XC279204-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/YKKDTZHLUU/ffts/XC279204-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/YKKDTZHLUU/ffts/XC279204-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/YKKDTZHLUU/ffts/XC279204-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:21,?,1996-07-31,2015-09-15,[''],Ref.: Borneo2: 50:28-50:50,unknown,no
94155,Orthotomus,sericeus,,Rufous-tailed Tailorbird,Eric Cannizzaro (Bornean Bird Conservation) ,Malaysia,"Planted Forests Zone, Wildlife Buffer, Sarawak ",2.724955,113.08090200000001,60,Song,//www.xeno-canto.org/94155,//www.xeno-canto.org/94155/download,Orthotomus_sericeus_1_(22Mar11).mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/MTAIIKYHHW/ffts/XC94155-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/MTAIIKYHHW/ffts/XC94155-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/MTAIIKYHHW/ffts/XC94155-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/MTAIIKYHHW/ffts/XC94155-full.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,C,0:26,16:00,2011-03-22,2012-02-03,[''],,unknown,unknown
57015,Orthotomus,sericeus,sericeus,Rufous-tailed Tailorbird,Mike Nelson,Malaysia,"Sepilok Forest Edge Resort, Sepilok, Sabah, Borneo ",5.8664,117.9506,100,song,//www.xeno-canto.org/57015,//www.xeno-canto.org/57015/download,RufoustailedTailorbird3.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC57015-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC57015-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC57015-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC57015-full.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,C,0:06,12:30pm,2009-08-05,2010-06-30,[''],Water pump in foreground,yes,no
57013,Orthotomus,sericeus,sericeus,Rufous-tailed Tailorbird,Mike Nelson,Malaysia,"Kinabatangan Jungle Camp, Lower Kinabatangan River, Sabah, Borneo",5.4781,118.2214,10,"call, song",//www.xeno-canto.org/57013,//www.xeno-canto.org/57013/download,RufoustailedTailorbird1.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC57013-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC57013-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC57013-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC57013-full.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,C,0:35,11:30am,2009-08-07,2010-06-30,[''],Several birds singing here,yes,no
40994,Orthotomus,sericeus,,Rufous-tailed Tailorbird,Paul Noakes,Philippines,"Near Sabang, Palawan ",10.195494,118.918419,?,?,//www.xeno-canto.org/40994,//www.xeno-canto.org/40994/download,REDttBIRD+GIMP.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/XMKXOWRGXI/ffts/XC40994-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/XMKXOWRGXI/ffts/XC40994-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/XMKXOWRGXI/ffts/XC40994-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/XMKXOWRGXI/ffts/XC40994-full.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,C,0:21,07:00,2009-04-26,2009-11-18,['Ducula aenea'],,unknown,unknown
34504,Orthotomus,sericeus,sericeus,Rufous-tailed Tailorbird,Tjalle Boorsma,Indonesia,"Mului, Gunung Lumut Protection Forest, East Kalimantan, Borneo",-1.4512,115.9984,600,Song,//www.xeno-canto.org/34504,//www.xeno-canto.org/34504/download,106. Rufous-tailed Tailorbird (Song).mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/YXENFOVUZX/ffts/XC34504-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/YXENFOVUZX/ffts/XC34504-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/YXENFOVUZX/ffts/XC34504-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/YXENFOVUZX/ffts/XC34504-full.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,C,0:15,??:??,2007-04-00,2009-05-24,[''],,unknown,unknown
498036,Pycnonotus,plumosus,,Olive-winged Bulbul,Tan Kok Hui,Singapore,Pulau Ubin,1.4126,103.9577,0,song,//www.xeno-canto.org/498036,//www.xeno-canto.org/498036/download,XC498036-owb_ubin_song.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/ZYMFKVCIGP/ffts/XC498036-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/ZYMFKVCIGP/ffts/XC498036-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/ZYMFKVCIGP/ffts/XC498036-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/ZYMFKVCIGP/ffts/XC498036-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,no score,0:10,08:59,2018-08-09,2019-09-19,"['Copsychus saularis', 'Pycnonotus zeylanicus']",,yes,no
666787,Pycnonotus,plumosus,plumosus,Olive-winged Bulbul,Ding Li Yong,Singapore,"Pulau Ubin, near Noordin",1.4176,103.9651,20,"adult, song",//www.xeno-canto.org/666787,//www.xeno-canto.org/666787/download,XC666787-Olive-winged Bulbul_Ubin_DLY.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/NWTKEXMKCA/ffts/XC666787-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/NWTKEXMKCA/ffts/XC666787-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/NWTKEXMKCA/ffts/XC666787-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/NWTKEXMKCA/ffts/XC666787-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:47,10:00,2021-08-07,2021-08-07,[''],,yes,no
666786,Pycnonotus,plumosus,plumosus,Olive-winged Bulbul,Ding Li Yong,Singapore,"Pulau Ubin, near Noordin",1.4176,103.9651,20,call,//www.xeno-canto.org/666786,//www.xeno-canto.org/666786/download,XC666786-Olive-winged Bulbul_Ubin1_DLY.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/NWTKEXMKCA/ffts/XC666786-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/NWTKEXMKCA/ffts/XC666786-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/NWTKEXMKCA/ffts/XC666786-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/NWTKEXMKCA/ffts/XC666786-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:22,12:00,2021-08-07,2021-08-07,[''],,no,no
665361,Pycnonotus,plumosus,,Olive-winged Bulbul,Okamoto Keita Sin,Singapore,"Dairy Farm Nature Park, Singapore",1.3619,103.7753,,Call,//www.xeno-canto.org/665361,//www.xeno-canto.org/665361/download,"XC665361-Bulbul, Olive-winged_2021-07-15_0938_SG_DFNP.mp3","{'small': '//www.xeno-canto.org/sounds/uploaded/ZPYEHLWXXX/ffts/XC665361-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/ZPYEHLWXXX/ffts/XC665361-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/ZPYEHLWXXX/ffts/XC665361-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/ZPYEHLWXXX/ffts/XC665361-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:50,09:38,2021-07-15,2021-07-28,[''],"A mob including at least four Olive-winged Bulbuls, a Straw-headed Bulbul, a Greater Racket-tailed Drongo and several Plantain Squirrel. Also present in the flock was a Dark-necked Tailorbird that did not seem to be participating in the mob.",yes,no
665360,Pycnonotus,plumosus,,Olive-winged Bulbul,Okamoto Keita Sin,Singapore,"Thomson Nature Park, Singapore",1.383751033,103.82166020000001,,Call,//www.xeno-canto.org/665360,//www.xeno-canto.org/665360/download,"XC665360-Bulbul, Olive-winged_2020-12-29_0753_SG_Thomson-Nature-Park.mp3","{'small': '//www.xeno-canto.org/sounds/uploaded/ZPYEHLWXXX/ffts/XC665360-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/ZPYEHLWXXX/ffts/XC665360-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/ZPYEHLWXXX/ffts/XC665360-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/ZPYEHLWXXX/ffts/XC665360-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:11,07:53,2020-12-29,2021-07-28,[''],,yes,no
610719,Pycnonotus,plumosus,,Olive-winged Bulbul,Okamoto Keita Sin,Singapore,"Dairy Farm Nature Park, Singapore",1.3638,103.77600000000001,60,Song,//www.xeno-canto.org/610719,//www.xeno-canto.org/610719/download,"XC610719-Bulbul, Olive-winged_2020-12-14_0900_SG_DFNP.mp3","{'small': '//www.xeno-canto.org/sounds/uploaded/ZPYEHLWXXX/ffts/XC610719-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/ZPYEHLWXXX/ffts/XC610719-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/ZPYEHLWXXX/ffts/XC610719-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/ZPYEHLWXXX/ffts/XC610719-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:08,09:00,2020-12-14,2020-12-26,[''],,yes,no
539801,Pycnonotus,plumosus,,Olive-winged Bulbul,Peter Ericsson,Thailand,Pangnga National Mangrove  Forest,8.4063,98.5112,10,song,//www.xeno-canto.org/539801,//www.xeno-canto.org/539801/download,XC539801-Olive-winged Bulbul.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/VTCWEPHHIE/ffts/XC539801-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/VTCWEPHHIE/ffts/XC539801-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/VTCWEPHHIE/ffts/XC539801-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/VTCWEPHHIE/ffts/XC539801-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:27,07:00,2020-03-23,2020-03-30,[''],,yes,no
503459,Pycnonotus,plumosus,ss hutzi,Olive-winged Bulbul,Brendan Sloan,Malaysia,"Klias Forest Reserve, Beaufort, Sabah",,,20 masl approx,song,//www.xeno-canto.org/503459,//www.xeno-canto.org/503459/download,XC503459-R302 Olive winged bulbul.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/TNTQAOFHFM/ffts/XC503459-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/TNTQAOFHFM/ffts/XC503459-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/TNTQAOFHFM/ffts/XC503459-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/TNTQAOFHFM/ffts/XC503459-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:11,09:30,2019-05-10,2019-10-21,[''],,yes,no
498477,Pycnonotus,plumosus,porphyreus,Olive-winged Bulbul,Frank Lambert,Indonesia,"North Siberut, Kepulauan Mentawai, West Sumatra",-1.1963,98.9791,50,song,//www.xeno-canto.org/498477,//www.xeno-canto.org/498477/download,XC498477-Pycnonotus_plumosus_porphyreus-FL X song Siberut 23Aug19 6.32am LS117347a.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC498477-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC498477-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC498477-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC498477-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:40,06:32,2019-08-22,2019-09-21,[''],,yes,no
498476,Pycnonotus,plumosus,porphyreus,Olive-winged Bulbul,Frank Lambert,Indonesia,"North Siberut, Kepulauan Mentawai, West Sumatra",-1.1963,98.9791,50,song,//www.xeno-canto.org/498476,//www.xeno-canto.org/498476/download,XC498476-Pycnonotus_plumosus_porphyreus-FL X song Siberut 22Aug19 5.26pm LS117303a.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC498476-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC498476-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC498476-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC498476-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:40,05:26,2019-08-22,2019-09-21,[''],,yes,no
482233,Pycnonotus,plumosus,porphyreus,Olive-winged Bulbul,Frank Rheindt,Indonesia,"Bawolato, Nias",1.04,97.887,15m,song,//www.xeno-canto.org/482233,//www.xeno-canto.org/482233/download,XC482233-Olive-wing Bulbul_kbp Nias Mar2019_XC.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/MXVTPUWOWO/ffts/XC482233-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/MXVTPUWOWO/ffts/XC482233-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/MXVTPUWOWO/ffts/XC482233-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/MXVTPUWOWO/ffts/XC482233-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:02,?,2019-03-15,2019-06-18,[''],,unknown,unknown
458446,Pycnonotus,plumosus,,Olive-winged Bulbul,Ding Li Yong,Singapore,Ketam Quarry,1.4103,103.9511,0,song,//www.xeno-canto.org/458446,//www.xeno-canto.org/458446/download,XC458446-Olive-winged Bulbul_Ubin_DLY.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/NWTKEXMKCA/ffts/XC458446-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/NWTKEXMKCA/ffts/XC458446-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/NWTKEXMKCA/ffts/XC458446-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/NWTKEXMKCA/ffts/XC458446-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:23,09:30,2019-02-23,2019-02-23,[''],,no,no
431496,Pycnonotus,plumosus,hutzi,Olive-winged Bulbul,Brian Cox,Indonesia,"Siberut Utara, Kabupaten Kepulauan Mentawai, Sumatera Barat",-1.1313,98.9678,30,song,//www.xeno-canto.org/431496,//www.xeno-canto.org/431496/download,XC431496-LS103129_olive_winged_bulbul_siberut.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/OKSKESEOLP/ffts/XC431496-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/OKSKESEOLP/ffts/XC431496-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/OKSKESEOLP/ffts/XC431496-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/OKSKESEOLP/ffts/XC431496-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:15,07:00,2018-07-01,2018-08-20,[''],,yes,no
